Event_ID,Crime type,Crime Code,City,City Code,Date of crime
1910010073992,THEFT - ALL OTHER,2,BISCAYNE GARDENS,7,10/20/2019
1910040074782,BURGLARY ,1,NORTH MIAMI,20,10/20/2019
1910010074000,BURGLARY ,1,NORTH MIAMI,20,10/20/2019
1910020074185,BURGLARY ,1,NORTH MIAMI,20,10/20/2019
1910020074169,BURGLARY - RESIDENCE,1,NORTH MIAMI,20,10/20/2019
1910010074092,CRIMINAL MISCHIEF / VANDALISM,0,NORTH MIAMI,20,10/20/2019
1910010074039,CRIMINAL MISCHIEF / VANDALISM,0,NORTH MIAMI,20,10/20/2019
1910010074017,THEFT - PICK POCKET,2,NORTH MIAMI,20,10/20/2019
1910130077220,BURGLARY ,1,KEY BISCAYNE,14,10/21/2019
1910120077128,BURGLARY - RESIDENCE,1,KEY BISCAYNE,14,10/21/2019
1910120077081,CRIMINAL MISCHIEF / VANDALISM,0,KEY BISCAYNE,14,10/21/2019
1910120077010,CRIMINAL MISCHIEF / VANDALISM,0,KEY BISCAYNE,14,10/21/2019
1910200079091,CRIMINAL MISCHIEF / VANDALISM,0,KEY BISCAYNE,14,10/21/2019
1910200079067,GRAND THEFT,2,KEY BISCAYNE,14,10/21/2019
1910200079052,RETAIL THEFT,2,KEY BISCAYNE,14,10/21/2019
1910120077022,RETAIL THEFT,2,KEY BISCAYNE,14,10/21/2019
1910120077014,THEFT/LARCENY,2,KEY BISCAYNE,14,10/21/2019
1910130077237,BURGLARY ,1,MIAMI,17,10/21/2019
1910200079101,BURGLARY - OTHER STRUCTURE,1,MIAMI,17,10/21/2019
1910120077163,BURGLARY - RESIDENCE,1,MIAMI,17,10/21/2019
1910120077111,THEFT - ALL OTHER,2,MIAMI,17,10/21/2019
1910120077086,THEFT - ALL OTHER,2,MIAMI,17,10/21/2019
1910120077083,THEFT/LARCENY,2,MIAMI,17,10/21/2019
1910120077071,CRIMINAL MISCHIEF / VANDALISM,0,NORTH MIAMI,20,10/21/2019
1910200079092,BURGLARY ,1,MIAMI,17,10/22/2019
1910120077062,BURGLARY ,1,MIAMI,17,10/22/2019
1910110076785,BURGLARY - OTHER STRUCTURE,1,MIAMI,17,10/22/2019
1910120077136,BURGLARY - OTHER STRUCTURE,1,MIAMI,17,10/22/2019
1910110076767,"CRIMINAL MISCHIEF $1000, OR INTERRUPTION OF BUSINESS OR UTILITIES",0,MIAMI,17,10/22/2019
1910120077099,CRIMINAL MISCHIEF (OVER $200 LESS THAN $1000),0,MIAMI,17,10/22/2019
1910120077017,CRIMINAL MISCHIEF / VANDALISM,0,MIAMI,17,10/22/2019
1910110076746,CRIMINAL MISCHIEF / VANDALISM,0,MIAMI,17,10/22/2019
1910120077017,CRIMINAL MISCHIEF / VANDALISM,0,MIAMI,17,10/22/2019
1910120077005,CRIMINAL MISCHIEF / VANDALISM,0,MIAMI,17,10/22/2019
1910110076746,PETIT THEFT,2,MIAMI,17,10/22/2019
1910120077135,PETIT THEFT,2,MIAMI,17,10/22/2019
1910110076828,PETIT THEFT,2,MIAMI,17,10/22/2019
1910110076838,PETIT THEFT,2,MIAMI,17,10/22/2019
1910110076767,RETAIL THEFT,2,MIAMI,17,10/22/2019
1910300081664,RETAIL THEFT,2,MIAMI,17,10/22/2019
1910200079048,RETAIL THEFT,2,MIAMI,17,10/22/2019
1910110076840,RETAIL THEFT,2,MIAMI,17,10/22/2019
191018373566,RETAIL THEFT,2,MIAMI,17,10/22/2019
191011364875,RETAIL THEFT,2,MIAMI,17,10/22/2019
1910100076403,RETAIL THEFT,2,MIAMI,17,10/22/2019
1910100076395,THEFT - ALL OTHER,2,MIAMI,17,10/22/2019
1910090076350,THEFT - ALL OTHER,2,MIAMI,17,10/22/2019
1910090076251,THEFT - ALL OTHER,2,MIAMI,17,10/22/2019
1910040074905,THEFT - ALL OTHER,2,MIAMI,17,10/22/2019
1910040074866,THEFT - ALL OTHER,2,MIAMI,17,10/22/2019
1910090076256,BURGLARY ,1,MIAMI,17,10/23/2019
1910090076229,BURGLARY ,1,MIAMI,17,10/23/2019
1910090076156,BURGLARY ,1,MIAMI,17,10/23/2019
1910040074869,BURGLARY ,1,MIAMI,17,10/23/2019
1910090076299,BURGLARY ,1,MIAMI,17,10/23/2019
1910090076184,BURGLARY / DWELLING NOT OCCUPIED (NO ASSAULT / BATTERY - NO WEAPON),1,MIAMI,17,10/23/2019
1910040074868,CRIMINAL MISCHIEF (OVER $200 LESS THAN $1000),0,MIAMI,17,10/23/2019
1910090076329,CRIMINAL MISCHIEF / VANDALISM,0,MIAMI,17,10/23/2019
1910100076390,CRIMINAL MISCHIEF / VANDALISM,0,MIAMI,17,10/23/2019
1910040074895,"GRAND THEFT - UNSPECIFIED - GREATER THAN $100,000",2,MIAMI,17,10/23/2019
1910040074858,PETIT THEFT,2,MIAMI,17,10/23/2019
1910090076214,PETIT THEFT,2,MIAMI,17,10/23/2019
1910090076125,ROBBERY - ARMED,3,MIAMI,17,10/23/2019
1910090076151,THEFT - ALL OTHER,2,MIAMI,17,10/23/2019
1910200079039,THEFT - ALL OTHER,2,MIAMI,17,10/23/2019
1910170078242,THEFT - PICK POCKET,2,MIAMI,17,10/23/2019
1910160078205,BURGLARY ,1,NORTH MIAMI,20,10/23/2019
1910160078123,ARMED ROBBERY - FIREARM OR OTHER DEADLY WEAPON,4,MIAMI,17,10/24/2019
1910160078056,ARMED ROBBERY - FIREARM OR OTHER DEADLY WEAPON,4,MIAMI,17,10/24/2019
1910160078041,BURGLARY ,1,MIAMI,17,10/24/2019
1910180078526,BURGLARY ,1,MIAMI,17,10/24/2019
1910180078512,BURGLARY - RESIDENCE,1,MIAMI,17,10/24/2019
1910170078379,BURGLARY / CURTILAGE OF ANY OTHER STRUCTURE - THEFT OF LESS THAN $300,1,MIAMI,17,10/24/2019
1910170078367,BURGLARY / CURTILAGE OF ANY OTHER STRUCTURE - THEFT OF LESS THAN $300,1,MIAMI,17,10/24/2019
1910170078367,CRIMINAL MISCHIEF (OVER $200 LESS THAN $1000),0,MIAMI,17,10/24/2019
1910170078366,CRIMINAL MISCHIEF / VANDALISM,0,MIAMI,17,10/24/2019
1910170078329,CRIMINAL MISCHIEF / VANDALISM,0,MIAMI,17,10/24/2019
1910170078287,GRAND THEFT - FROM POSTED DESIGNATED CONSTRUCTION SITE (GREATER THAN $300),2,MIAMI,17,10/24/2019
1910170078312,GRAND THEFT - UNSPECIFIED - $300 TO LESS THAN $5000,2,MIAMI,17,10/24/2019
1910170078308,PETIT THEFT,2,MIAMI,17,10/24/2019
1910170078267,PETIT THEFT - RETAIL / LESS THAN $100,2,MIAMI,17,10/24/2019
1910050075035,PETIT THEFT - RETAIL / LESS THAN $100,2,MIAMI,17,10/24/2019
1910200079021,RETAIL THEFT,2,MIAMI,17,10/24/2019
1910190078975,RETAIL THEFT,2,MIAMI,17,10/24/2019
1910160078144,ROBBERY BY SUDDEN SNATCH - NO FORCE,3,MIAMI,17,10/24/2019
1910160078073,THEFT - ALL OTHER,2,MIAMI,17,10/24/2019
1910170078324,THEFT - ALL OTHER,2,MIAMI,17,10/24/2019
1910170078324,THEFT - ALL OTHER,2,MIAMI,17,10/24/2019
1910200079051,PETIT THEFT - WITH 2 PREVIOUS THEFT CONVICTIONS,2,NORTH MIAMI,20,10/24/2019
1910170078323,BURGLARY ,1,MIAMI,17,10/25/2019
1910170078282,BURGLARY ,1,MIAMI,17,10/25/2019
1910160078115,BURGLARY - RESIDENCE,1,MIAMI,17,10/25/2019
1910190078979,CRIMINAL MISCHIEF (OVER $200 LESS THAN $1000),0,MIAMI,17,10/25/2019
1910160078221,GRAND THEFT - FROM MOTOR VEHICLE - $300 TO LESS THAN $5000,2,MIAMI,17,10/25/2019
1910170078339,PETIT THEFT,2,MIAMI,17,10/25/2019
1910170078279,RETAIL THEFT,2,MIAMI,17,10/25/2019
1910170078238,ROBBERY,3,MIAMI,17,10/25/2019
1910180078630,THEFT - ALL OTHER,2,MIAMI,17,10/25/2019
1910170078348,THEFT - PICK POCKET,2,MIAMI,17,10/25/2019
1910190078916,THEFT - PICK POCKET,2,MIAMI,17,10/25/2019
1910180078556,THEFT/LARCENY,2,MIAMI,17,10/25/2019
1910190078909,RETAIL THEFT,2,NORTH MIAMI,20,10/25/2019
1910160078088,BURGLARY ,1,NORTH MIAMI,20,10/26/2019
1910020074340,RETAIL THEFT,2,NORTH MIAMI,20,10/27/2019
1910020074418,BURGLARY - RESIDENCE,1,MIAMI,17,10/29/2019
1910020074403,THEFT/LARCENY,2,WEST MIAMI,23,11/7/2019
1910030074449,THEFT/LARCENY,2,WEST MIAMI,23,11/7/2019
1910020074427,THEFT/LARCENY,2,WEST MIAMI,23,11/7/2019
1910030074451,THEFT/LARCENY,2,WEST MIAMI,23,11/8/2019
1910020074364,THEFT/LARCENY,2,COASTAL MIAMI,8,11/14/2019
1910040074784,THEFT/LARCENY,2,COASTAL MIAMI,8,11/15/2019
1910020074295,THEFT/LARCENY,2,MIAMI,17,11/19/2019
1910050075147,THEFT/LARCENY,2,MIAMI,17,11/21/2019
1910050075050,THEFT/LARCENY,2,MIAMI,17,11/26/2019
1910030074468,THEFT/LARCENY,2,MIAMI,17,11/29/2019
1910020074279,THEFT/LARCENY,2,MIAMI,17,12/5/2019
1910020074286,THEFT/LARCENY,2,MIAMI,17,12/15/2019
1910020074273,THEFT/LARCENY,2,BAY HARBOR IS,5,12/17/2019
1910020074273,THEFT/LARCENY,2,BAY HARBOR IS,5,12/22/2019
191005357077,THEFT/LARCENY,2,MIAMI,17,12/23/2019
191114408096,ROBBERY,3,BAY HARBOR IS,5,12/25/2019
191110402702,THEFT/LARCENY,2,COASTAL MIAMI,8,12/26/2019
191108400631,THEFT - ALL OTHER,2,NORTH MIAMI,20,12/27/2019
191117411227,RETAIL THEFT,2,NORTH MIAMI,20,12/28/2019
